Date Time,Temperature,Relative Humidity,Pressure,Wind speed,Wind direction,Rainfall,Snowfall,Snow depth,Short-wave irradiation
01-01-2020 01:00,278.08,63.4,989.24,1.24,12.33,0,0,0,0
01-01-2020 02:00,278.29,62.04,989.94,1,30.81,0,0,0,0.489
01-01-2020 03:00,279.06,60.07,990.66,0.88,68.46,0,0,0,62.5803
01-01-2020 04:00,281.46,56.88,991.56,1.2,102.51,0,0,0,206.2024
01-01-2020 05:00,284.02,47.38,992.36,1.73,121.43,0,0,0,354.7542
01-01-2020 06:00,287.55,37.86,992.51,2.58,126.37,0,0,0,462.2105
01-01-2020 07:00,290.05,31.63,991.9,3.27,128.98,0,0,0,517.451
01-01-2020 08:00,291.32,29.19,990.92,3.38,129.82,0,0,0,511.8024
01-01-2020 09:00,291.97,28.52,990.11,3.37,132.33,0,0,0,442.082
01-01-2020 10:00,291.7,30.15,989.58,2.81,134.21,0,0,0,305.4918
01-01-2020 11:00,290.07,46.12,989.41,1.31,138.06,0,0,0,143.9726
01-01-2020 12:00,288.74,40.64,989.55,0.58,142.71,0,0,0,33.2339
01-01-2020 13:00,287.87,39.2,990.1,0.4,16.85,0,0,0,0
01-01-2020 14:00,286.28,43.52,990.89,1.29,18.22,0,0,0,0
01-01-2020 15:00,284.18,49.44,991.61,2.13,29.65,0,0,0,0
01-01-2020 16:00,282.33,55.7,991.98,2.76,42.67,0,0,0,0
01-01-2020 17:00,281.36,59.85,991.97,3.08,56.3,0,0,0,0
01-01-2020 18:00,280.94,62,991.69,3.17,70.22,0,0,0,0
01-01-2020 19:00,280.78,62.79,991.12,3.05,83.29,0,0,0,0
01-01-2020 20:00,280.91,62.11,990.67,2.74,95.3,0,0,0,0
01-01-2020 21:00,281.2,60.89,990.4,2.35,106.72,0,0,0,0
01-01-2020 22:00,281.5,60.05,990.19,1.99,114.82,0,0,0,0
01-01-2020 23:00,281.44,60.78,990,1.72,114.39,0,0,0,0
02-01-2020 00:00,281.12,62.67,990.33,1.53,107.6,0,0,0,0
02-01-2020 01:00,280.66,65.17,991.08,1.51,98.51,0,0,0,0
02-01-2020 02:00,280.24,67.38,992.02,1.62,94.77,0,0,0,0.385
02-01-2020 03:00,280.66,67.73,992.75,1.72,98.53,0,0,0,47.9276
02-01-2020 04:00,283.15,61.43,993.4,2.13,110.05,0,0,0,160.0143
02-01-2020 05:00,285.49,53.16,993.77,2.5,125.41,0,0,0,290.9299
02-01-2020 06:00,288.64,47.36,993.27,3.41,132.71,0,0,0,417.4136
02-01-2020 07:00,290.86,44.64,991.96,3.79,136.58,0.000286,0,0,508.3844
02-01-2020 08:00,292.06,44.12,990.58,3.52,139.24,0.002605,0,0,532.2299
02-01-2020 09:00,292.6,44.73,989.59,2.84,142.53,0.011955,0,0,478.926
02-01-2020 10:00,292.48,46.1,989.14,1.97,141.54,0.015243,0,0,360.1768
02-01-2020 11:00,291.77,49.94,988.99,0.99,129.64,0.001773,0,0,178.4266
02-01-2020 12:00,290.27,56.73,989.06,0.15,10.68,0.000165,0,0,36.1356
02-01-2020 13:00,288.6,58.1,989.33,1.05,328.47,0.000084,0,0,0
02-01-2020 14:00,287.37,62.24,989.68,1.75,338.72,0.000044,0,0,0
02-01-2020 15:00,286.27,65.9,989.99,2.21,351.74,0.000028,0,0,0
02-01-2020 16:00,285.4,68.11,990.18,2.46,6.86,0.000013,0,0,0
02-01-2020 17:00,284.68,69.48,990.22,2.55,19.98,0.000006,0,0,0
02-01-2020 18:00,284.14,70.11,990.03,2.52,29.86,0.000004,0,0,0
02-01-2020 19:00,283.83,69.9,989.59,2.45,40.41,0.000003,0,0,0
02-01-2020 20:00,283.66,69.14,989.19,2.36,50.94,0.000003,0,0,0
02-01-2020 21:00,283.52,68.31,988.9,2.2,57.53,0.000003,0,0,0
02-01-2020 22:00,283.36,67.87,988.43,2,59.36,0.000006,0,0,0
02-01-2020 23:00,283.21,68.05,987.9,1.82,58.27,0.000003,0,0,0
03-01-2020 00:00,282.69,69.79,987.62,1.73,59.19,0.000002,0,0,0
03-01-2020 01:00,282.35,71.02,987.75,1.61,64.9,0.000002,0,0,0
03-01-2020 02:00,281.91,73.01,988.3,1.34,71.66,0.000002,0,0,0.5449
03-01-2020 03:00,282.68,70.96,988.97,1.09,83.19,0.000002,0,0,75.3503
03-01-2020 04:00,285.6,61.74,989.61,1.16,106.88,0.000002,0,0,241.6761
03-01-2020 05:00,288.78,52.25,989.94,1.03,143.38,0.000278,0,0,404.0086
03-01-2020 06:00,291.95,45.2,989.46,1.2,194.7,0.004702,0,0,521.0004
03-01-2020 07:00,293.51,42.42,988.38,1.85,223.37,0.01029,0,0,584.2189
03-01-2020 08:00,294.35,40.28,987.01,2.14,240.12,0.010831,0,0,573.431
03-01-2020 09:00,294.68,38.61,985.95,2.17,254.16,0.009152,0,0,499.5377
03-01-2020 10:00,294.38,38.33,985.32,2.17,268.67,0.004113,0,0,360.4321
03-01-2020 11:00,293.28,43.17,985.12,1.9,282.79,0.000475,0,0,203.6627
03-01-2020 12:00,289.98,55.65,985.22,1.95,296.64,0.000019,0,0,49.2438
03-01-2020 13:00,287.48,57.33,985.66,2.5,307.2,0,0,0,0.0002
03-01-2020 14:00,286.03,61.81,986.32,2.88,315.54,0,0,0,0
03-01-2020 15:00,284.9,65.31,986.96,3.12,323.58,0,0,0,0
03-01-2020 16:00,284,67.87,987.39,3.14,333.2,0,0,0,0
03-01-2020 17:00,283.2,70.25,987.71,3.04,344.53,0,0,0,0
03-01-2020 18:00,282.54,72.5,987.79,2.91,355.29,0,0,0,0
03-01-2020 19:00,282.1,74.13,987.67,2.76,3.45,0,0,0,0
03-01-2020 20:00,281.97,74.56,987.43,2.55,10.28,0,0,0,0
03-01-2020 21:00,282.18,73.25,986.94,2.26,17.82,0,0,0,0
03-01-2020 22:00,282.52,71.34,986.42,1.92,24.29,0,0,0,0
03-01-2020 23:00,282.73,70.1,985.95,1.56,29.05,0,0,0,0
04-01-2020 00:00,283.06,68.29,985.83,1.25,34.61,0,0,0,0
04-01-2020 01:00,282.96,68.4,986.08,0.97,46.4,0,0,0,0
04-01-2020 02:00,282.64,69.53,986.61,0.74,66.79,0,0,0,0.5628
04-01-2020 03:00,282.97,68.17,987.2,0.64,94.53,0,0,0,71.3504
04-01-2020 04:00,284.94,62.31,987.96,0.76,116.2,0,0,0,232.3578
04-01-2020 05:00,287.46,52.27,988.68,0.34,225.24,0,0,0,387.8001
04-01-2020 06:00,290.6,38.51,988.54,1.82,289.1,0.000014,0,0,479.395
04-01-2020 07:00,291.74,34.26,987.66,2.65,297.94,0.000037,0,0,494.5384
04-01-2020 08:00,292.15,33.06,986.56,3.18,302.85,0.000025,0,0,487.1877
04-01-2020 09:00,292.17,32.88,985.67,3.57,307.37,0.000038,0,0,439.4432
04-01-2020 10:00,291.87,33.61,985.06,3.71,309.52,0.000041,0,0,351.5824
04-01-2020 11:00,290.76,40.03,984.83,3,311,0.000002,0,0,194.5313
04-01-2020 12:00,287.3,55.09,985.15,2.5,317.16,0,0,0,47.262
04-01-2020 13:00,285.16,56.28,985.85,2.81,324.67,0.000001,0,0,0.0003
04-01-2020 14:00,284.54,56.78,986.7,2.81,332.37,0,0,0,0
04-01-2020 15:00,284.04,57.18,987.37,2.79,339.71,0,0,0,0
04-01-2020 16:00,283.54,57.98,987.83,2.75,348.11,0,0,0.000003,0
04-01-2020 17:00,282.94,59.52,987.94,2.74,1.07,0,0,0.000008,0
04-01-2020 18:00,282.25,62.1,987.78,2.81,14.68,0,0,0.00001,0
04-01-2020 19:00,281.6,64.94,987.45,2.93,24.67,0,0,0.00001,0
04-01-2020 20:00,281.1,67.47,986.98,3.02,31.59,0,0,0.00001,0
04-01-2020 21:00,280.77,69.34,986.71,3.02,34.32,0,0,0.00001,0
04-01-2020 22:00,280.57,70.41,986.35,2.97,35.92,0,0,0.00001,0
04-01-2020 23:00,280.5,70.51,986.05,2.85,34.94,0,0,0.00001,0
05-01-2020 00:00,280.68,68.9,986.06,2.61,31.16,0,0,0.00001,0
05-01-2020 01:00,281.01,66.47,986.23,2.3,29.1,0,0,0.00001,0
05-01-2020 02:00,281.5,63.31,986.58,1.78,23.82,0,0,0.00001,0.6088
05-01-2020 03:00,282.69,59.87,987.16,1.14,3.37,0,0,0.00001,75.4775
05-01-2020 04:00,285.15,56.96,987.94,1.14,321.4,0,0,0.00001,246.4545
05-01-2020 05:00,287.32,48.99,988.54,1.91,302.37,0,0,0.000009,407.4069
05-01-2020 06:00,290.45,38.2,988.24,3,313.65,0,0,0.000007,468.1518
05-01-2020 07:00,291.63,33.76,987.17,3.52,316.92,0,0,0.000006,440.2795
05-01-2020 08:00,291.34,34.05,986.52,3.86,309.69,0,0,0.000005,301.4196
05-01-2020 09:00,290.61,36.5,985.96,3.76,307.34,0,0,0.000004,192.5091
05-01-2020 10:00,289.75,41.7,985.68,3.2,309.01,0,0,0.000003,128.3496
05-01-2020 11:00,288.36,49.97,985.93,2.44,305.75,0,0,0.000003,75.4262
05-01-2020 12:00,286.34,56.58,986.18,2.47,307.66,0,0,0.000003,24.8057
05-01-2020 13:00,284.84,59.02,987,2.78,317.63,0.000001,0,0.000003,0.0002
05-01-2020 14:00,284.36,60.02,987.84,2.82,331.23,0.000002,0,0.000003,0
05-01-2020 15:00,283.9,61.29,988.49,2.79,344.46,0.000004,0,0.000003,0
05-01-2020 16:00,283.67,61.77,988.6,2.81,357.08,0.000001,0,0.000003,0
05-01-2020 17:00,283.41,62.57,988.19,2.76,7.19,0.000004,0,0.000003,0
05-01-2020 18:00,283.33,62.87,988.34,2.74,3.91,0.000014,0,0.000003,0
05-01-2020 19:00,283.36,62.66,988.22,2.77,0.18,0.000016,0,0.000002,0
05-01-2020 20:00,283.46,62.22,987.89,2.95,1.61,0.000025,0,0.000003,0
05-01-2020 21:00,283.56,61.91,987.45,3.27,8.18,0.000014,0,0.000009,0
05-01-2020 22:00,283.6,61.31,987.15,3.55,14.15,0.000005,0,0.000003,0
05-01-2020 23:00,283.38,61.23,986.77,3.4,21.29,0.000001,0,0.000002,0
06-01-2020 00:00,283.19,61.78,986.72,3.15,24.7,0.000015,0,0.000002,0
06-01-2020 01:00,283.05,62.67,986.84,2.93,30.5,0.000091,0,0.000002,0
06-01-2020 02:00,282.99,63.65,987.08,2.71,34.68,0.003467,0,0.000002,0.3212
06-01-2020 03:00,284.03,61.86,987.68,2.02,31.32,0.008265,0,0.000002,34.6078
06-01-2020 04:00,286.34,55.97,988.13,0.46,52.32,0.029446,0,0.000002,72.9505
06-01-2020 05:00,286.99,58.35,989.88,1.69,292.45,0.200928,0,0.000002,149.8877
06-01-2020 06:00,286.85,59.32,990.05,2.01,303.2,0.327451,0,0.000002,168.188
06-01-2020 07:00,287.02,61.09,989.64,2.23,319.23,0.736919,0,0.000002,183.9107
06-01-2020 08:00,286.75,64.23,988.8,2.26,354.93,0.854347,0,0.000001,150.3899
06-01-2020 09:00,286.27,68.62,988.11,2.57,21.75,0.800973,0,0.000001,130.8107
06-01-2020 10:00,285.73,73.26,987.84,2.15,47.22,0.5588,0,0.000014,71.9069
06-01-2020 11:00,285.53,75.94,987.66,2.01,87.63,0.368399,0,0.000027,77.1795
06-01-2020 12:00,284.6,84.02,988.16,1.09,97.23,1.122349,0,0.000042,16.0104
06-01-2020 13:00,283.71,89.44,988.9,1.35,90.62,0.942116,0,0.000052,0.0001
06-01-2020 14:00,283.42,91.11,989.03,2.44,84.28,0.392921,0,0.000062,0
06-01-2020 15:00,283.33,91.81,988.64,3.74,87.35,0.094129,0,0.000067,0
06-01-2020 16:00,282.9,94.04,988.76,3.32,90.9,0.169556,0,0.000019,0
06-01-2020 17:00,283.08,93.37,988.82,3.22,93.7,0.257306,0,0.00007,0
06-01-2020 18:00,283.4,91.96,988.69,3.15,100.4,0.528151,0,0.00008,0
06-01-2020 19:00,283.29,92.2,988.38,2.87,103.5,0.465323,0,0.000123,0
06-01-2020 20:00,283.07,92.69,988.19,2.54,101.58,0.472942,0,0.000226,0
06-01-2020 21:00,283.03,92.26,988.14,2.38,96.23,0.478041,0,0.000317,0
06-01-2020 22:00,282.98,91.69,987.77,2.28,88.05,0.314217,0,0.00039,0
06-01-2020 23:00,282.72,91.62,987.02,2.36,78.26,0.156277,0,0.000427,0
07-01-2020 00:00,282.68,90.8,986.7,2.44,73.25,0.292391,0,0.000467,0
07-01-2020 01:00,282.61,90.61,987.02,2.19,73.97,0.890762,0,0.000495,0
07-01-2020 02:00,282.53,91.25,987.51,1.92,81.03,0.927073,0,0.000518,0.1892
07-01-2020 03:00,282.98,90.95,987.97,1.67,93.14,0.812439,0,0.000536,20.9008
07-01-2020 04:00,283.99,87.45,988.68,2.17,100.75,0.707009,0,0.000555,74.2701
07-01-2020 05:00,284.87,85.2,989.16,2.27,105.46,0.757524,0,0.000539,143.49
07-01-2020 06:00,286.01,81.94,988.9,2.04,111.08,0.925878,0,0.000574,188.6158
07-01-2020 07:00,286.87,78.82,987.83,1.9,115.25,0.87641,0,0.000689,213.9053
07-01-2020 08:00,287.49,76.28,986.6,1.98,120.73,0.53655,0,0.000755,232.8296
07-01-2020 09:00,287.81,74.92,985.69,1.94,132.07,0.47826,0,0.000839,207.2352
07-01-2020 10:00,287.67,75.94,985.16,1.72,141.37,0.505596,0,0.00094,142.1059
07-01-2020 11:00,287.14,80.05,984.8,1.39,134.03,0.405883,0,0.000976,74.4613
07-01-2020 12:00,285.89,87.69,984.79,1.04,118.7,0.367559,0,0.000973,20.6569
07-01-2020 13:00,284.74,91.83,985.09,1.4,109.91,0.27753,0,0.00095,0.0005
07-01-2020 14:00,284.31,93.51,985.42,1.71,105.62,0.234275,0,0.000914,0
07-01-2020 15:00,283.88,94.46,985.54,2,105.84,0.212291,0,0.000882,0
07-01-2020 16:00,283.6,94.18,985.54,2.27,109.55,0.268171,0,0.000854,0
07-01-2020 17:00,283.48,93.34,985.48,2.41,115.91,0.421451,0,0.000827,0
07-01-2020 18:00,283.36,93.07,985.34,2.26,122.52,0.602906,0,0.0008,0
07-01-2020 19:00,283.24,93.37,985.05,2.01,128.57,0.646293,0,0.000775,0
07-01-2020 20:00,283.19,93.46,984.71,1.82,131.19,0.574689,0,0.000755,0
07-01-2020 21:00,283.13,93.49,984.33,1.66,129.68,0.475309,0,0.000738,0
07-01-2020 22:00,283.1,93.44,983.78,1.57,131.16,0.421126,0,0.000717,0
07-01-2020 23:00,283.06,93.35,983.17,1.46,136.74,0.366457,0,0.000693,0
08-01-2020 00:00,283.02,93.47,983.11,1.18,143.24,0.329933,0,0.000668,0
08-01-2020 01:00,282.88,93.67,983.56,0.93,147.62,0.321931,0,0.000642,0
08-01-2020 02:00,282.66,93.72,984.22,0.77,150.04,0.32912,0,0.000616,0.212
08-01-2020 03:00,283.04,92.69,984.89,0.66,144.74,0.274095,0,0.000591,31.9305
08-01-2020 04:00,284.09,88.27,985.68,0.44,144.86,0.156921,0,0.000564,118.3522
08-01-2020 05:00,285.23,82.06,986.39,0.08,6.17,0.160955,0,0.000532,212.0961
08-01-2020 06:00,286.22,76.47,986.22,0.5,319.78,0.252716,0,0.000498,292.8527
08-01-2020 07:00,286.98,71.69,985.27,0.94,312.3,0.211592,0,0.000463,328.4977
08-01-2020 08:00,287.63,67.61,984.23,1.41,313.59,0.16702,0,0.00043,377.745
08-01-2020 09:00,288.05,64.21,983.4,1.9,317.3,0.110672,0,0.000399,360.3625
08-01-2020 10:00,288.15,62.13,983.11,2.31,323.65,0.047299,0,0.000372,296.531
08-01-2020 11:00,287.71,64.14,983.22,2.4,329.72,0.011114,0,0.00035,183.0251
08-01-2020 12:00,285.47,76.76,983.46,1.98,335.42,0.003016,0,0.000334,49.9477
08-01-2020 13:00,283.12,79.88,983.97,2.53,337.4,0.000592,0,0.000325,0.0026
08-01-2020 14:00,282.2,81.83,984.74,2.8,336.51,0.00005,0,0.000325,0
08-01-2020 15:00,281.51,83.04,985.48,2.95,334.53,0.000021,0,0.000325,0
08-01-2020 16:00,280.9,84.08,986.07,3.01,332.42,0.000015,0,0.000323,0
08-01-2020 17:00,280.35,85.07,986.41,3.08,331.39,0.000015,0,0.00032,0
08-01-2020 18:00,279.88,86.28,986.51,3.2,331.5,0.000014,0,0.000319,0
08-01-2020 19:00,279.44,87.84,986.27,3.32,332.77,0.000009,0,0.000318,0
08-01-2020 20:00,279.02,89.7,985.95,3.41,334.32,0.000005,0,0.000317,0
08-01-2020 21:00,278.61,91.67,985.78,3.47,335.57,0.000003,0,0.000316,0
08-01-2020 22:00,278.13,93.75,985.48,3.44,337.15,0.000002,0,0.000315,0
08-01-2020 23:00,277.61,95.62,985.22,3.34,338.04,0.000001,0,0.000314,0
09-01-2020 00:00,277.13,96.96,985.44,3.27,336.15,0,0,0.000314,0
09-01-2020 01:00,276.74,97.61,986.16,3.3,332.4,0,0,0.000313,0
09-01-2020 02:00,276.45,97.59,987.14,3.42,329.7,0.000002,0,0.000313,0.9619
09-01-2020 03:00,277.84,90.13,988.14,4.17,328.77,0.000008,0,0.000312,88.8322
09-01-2020 04:00,280.04,80.48,989.27,4.09,330.06,0,0,0.000298,277.5421
09-01-2020 05:00,283.25,66.31,990.09,4.34,333.09,0,0,0.000267,449.1924
09-01-2020 06:00,286.16,52.06,990.22,5.19,337.2,0,0,0.000225,573.7726
09-01-2020 07:00,287.58,46.14,989.51,4.86,336.13,0,0,0.000184,623.9172
09-01-2020 08:00,288.5,42.07,988.65,4.57,332.81,0,0,0.000147,619.8692
09-01-2020 09:00,288.91,39.73,988.16,4.35,329.26,0,0,0.00012,549.5703
09-01-2020 10:00,288.76,39.42,987.88,4.19,324.93,0,0,0.000101,408.7914
09-01-2020 11:00,287.89,41.96,987.87,3.87,318.83,0,0,0.000089,238.3097
09-01-2020 12:00,284.54,58.27,988.06,2.7,309.64,0,0,0.000085,62.8952
09-01-2020 13:00,281.56,64.99,988.68,3.12,307.63,0,0,0.000084,0.0042
09-01-2020 14:00,280.69,66.68,989.59,3.22,310.93,0,0,0.000083,0
09-01-2020 15:00,279.91,68.42,990.38,3.22,315.8,0,0,0.000083,0
09-01-2020 16:00,279.18,70.23,990.88,3.2,321.53,0,0,0.000083,0
09-01-2020 17:00,278.51,72.19,991.14,3.2,328.75,0,0,0.000082,0
09-01-2020 18:00,277.92,74.14,990.99,3.22,337.16,0,0,0.000082,0
09-01-2020 19:00,277.38,75.99,990.41,3.25,344.14,0,0,0.000082,0
09-01-2020 20:00,276.88,77.57,989.67,3.24,348.24,0,0,0.000082,0
09-01-2020 21:00,276.44,78.45,988.96,3.21,348.27,0,0,0.000082,0
09-01-2020 22:00,276.08,78.25,988.28,3.23,344.57,0,0,0.000082,0
09-01-2020 23:00,275.81,77.07,987.8,3.3,338.48,0,0,0.000082,0
10-01-2020 00:00,275.58,75.87,987.72,3.41,331.25,0,0,0.000082,0
10-01-2020 01:00,275.32,75.3,988.15,3.51,326.02,0,0,0.000082,0
10-01-2020 02:00,274.97,75.44,988.66,3.53,325.02,0,0,0.000082,1.2262
10-01-2020 03:00,276.83,67.86,989.23,4.02,325.93,0,0,0.000082,105.8673
10-01-2020 04:00,280.09,55.07,989.89,4.11,327.14,0,0,0.000078,302.8948
10-01-2020 05:00,283.29,46.62,990.37,4.07,326.57,0,0,0.000069,478.4835
10-01-2020 06:00,286.99,35.45,990.2,5.85,331.25,0,0,0.000058,604.5162
10-01-2020 07:00,289.04,30.74,989.1,5.79,331.17,0,0,0.000046,658.6938
10-01-2020 08:00,290.2,28.5,988.04,5.6,326.23,0,0,0.000036,652.9559
10-01-2020 09:00,290.7,27.33,987.48,5.48,320.47,0,0,0.000029,576.0883
10-01-2020 10:00,290.32,28.08,987.33,5.3,316.08,0,0,0.000009,409.1127
10-01-2020 11:00,288.99,33.93,987.34,4.24,313.57,0,0,0.000005,251.0682
10-01-2020 12:00,284.77,51.35,987.61,2.97,308.44,0,0,0.000005,67.5834
10-01-2020 13:00,281.62,56.68,988.31,3.31,309.34,0,0,0.000005,0.0069
10-01-2020 14:00,281.16,57.86,988.85,3.08,316.63,0,0,0.000005,0
10-01-2020 15:00,280.64,58.53,989.21,2.79,325.33,0,0,0.000005,0
10-01-2020 16:00,279.35,60.45,989.63,2.78,328.75,0,0,0.000005,0
10-01-2020 17:00,278.51,62.73,989.96,2.91,326.18,0,0,0.000005,0
10-01-2020 18:00,277.91,64.54,989.93,3.03,326.67,0,0,0.000005,0
10-01-2020 19:00,277.48,65.81,989.46,3.1,330.2,0,0,0.000005,0
10-01-2020 20:00,277.41,65.86,988.87,3.05,335.71,0,0,0.000005,0
10-01-2020 21:00,277.27,65.93,988.48,3.06,337.61,0,0,0.000005,0
10-01-2020 22:00,277.38,65.3,988.17,3.09,336.05,0,0,0.000005,0
10-01-2020 23:00,277.68,64.2,987.78,3.07,336.69,0,0,0.000005,0
11-01-2020 00:00,277.7,63.96,987.46,2.95,338.98,0,0,0.000005,0
11-01-2020 01:00,277.63,63.28,987.89,2.86,333.93,0,0,0.000005,0
11-01-2020 02:00,277.66,62.27,988.37,2.77,328.22,0,0,0.000005,0.9424
11-01-2020 03:00,278.88,59.27,988.82,2.75,322.02,0,0,0.000005,72.3162
11-01-2020 04:00,281.69,47.58,989.53,3.31,314.1,0,0,0.000004,267.7018
11-01-2020 05:00,284.48,40.52,990.3,2.99,310.56,0,0,0.000004,428.4901
11-01-2020 06:00,288.29,29.65,990.27,3.99,321.53,0,0,0.000003,550.2582
11-01-2020 07:00,290.4,25.58,989.33,4,322.99,0,0,0.000003,607.9839
11-01-2020 08:00,291.55,24.41,987.96,3.52,322.6,0,0,0.000002,611.325
11-01-2020 09:00,292.1,23.91,986.77,3.12,317.08,0,0,0.000002,541.6631
11-01-2020 10:00,291.85,24.89,986.34,3.24,307.79,0,0,0.000001,422.0002
11-01-2020 11:00,290.44,31.99,986.36,2.99,307.47,0,0,0.000001,237.2961
11-01-2020 12:00,286.5,50.31,986.46,2.5,314.82,0,0,0.000001,60.883
11-01-2020 13:00,283.67,52.75,986.87,2.89,324.73,0,0,0.000001,0.0096
11-01-2020 14:00,282.8,55,987.61,2.93,334.81,0,0,0.000001,0
11-01-2020 15:00,282.13,56.57,988.09,2.79,347.16,0,0,0.000001,0
11-01-2020 16:00,281.94,56.66,988.37,2.38,358.52,0,0,0.000001,0
11-01-2020 17:00,282.04,53.84,988.69,1.78,1.39,0,0,0.000001,0
11-01-2020 18:00,281.82,52.68,988.75,1.55,354.77,0,0,0.000001,0
11-01-2020 19:00,281.2,55.64,988.45,1.88,351.66,0,0,0.000001,0
11-01-2020 20:00,280.61,59.3,988.25,2.29,352.69,0,0,0.000001,0
11-01-2020 21:00,280.42,60.75,988.05,2.79,2.69,0.000004,0,0.000001,0
11-01-2020 22:00,280.29,60.96,987.26,3.31,20.23,0.000001,0,0.000001,0
11-01-2020 23:00,280.11,61.17,986.44,3.18,26.52,0,0,0.000001,0
12-01-2020 00:00,280.49,59.31,985.93,2.49,25.31,0,0,0.000001,0
12-01-2020 01:00,281,58.06,985.89,1.83,18.05,0,0,0.000001,0
12-01-2020 02:00,281.53,57.2,986.12,1.36,4.96,0,0,0.000001,0.9641
12-01-2020 03:00,282.34,60.29,986.32,0.91,344.36,0,0,0.000001,57.1514
12-01-2020 04:00,284.33,56.82,986.75,1.1,284.42,0,0,0.000001,162.8175
12-01-2020 05:00,286.15,49.72,987.19,1.46,244.3,0,0,0.000001,296.27
12-01-2020 06:00,288.7,42.23,987.14,2.07,238.3,0,0,0.000001,435.7486
12-01-2020 07:00,291,36.39,986.37,2.58,252.94,0,0,0,533.0546
12-01-2020 08:00,292.58,33.15,985.15,2.75,270.06,0,0,0,587.115
12-01-2020 09:00,293.45,31.67,983.73,1.95,283.21,0,0,0,527.0195
12-01-2020 10:00,293.46,32.13,982.47,0.5,299.68,0,0,0,396.6998
12-01-2020 11:00,292.56,36.94,982.07,0.42,208.33,0,0,0,223.3478
12-01-2020 12:00,289.98,47.02,982.16,1.11,217.21,0,0,0,58.909
12-01-2020 13:00,287.73,46.89,982.35,1.64,195.02,0,0,0,0.0161
12-01-2020 14:00,285.99,51.56,982.87,2.11,175.38,0,0,0,0
12-01-2020 15:00,284.65,54.94,983.37,2.46,164.85,0,0,0,0
12-01-2020 16:00,283.87,56.24,983.65,2.54,158.09,0,0,0,0
12-01-2020 17:00,283.37,57.65,983.54,2.64,147.25,0,0,0,0
12-01-2020 18:00,282.8,59.43,983.13,2.84,134.29,0,0,0,0
12-01-2020 19:00,282.41,60.7,982.53,2.93,123.65,0,0,0,0
12-01-2020 20:00,282.04,62.25,981.92,3,114.87,0,0,0,0
12-01-2020 21:00,281.88,63.46,981.46,3.06,110.28,0,0,0,0
12-01-2020 22:00,281.72,64.64,980.89,3.1,111.41,0,0,0,0
12-01-2020 23:00,281.38,66.38,980.15,3.09,113.79,0,0,0,0
13-01-2020 00:00,281.16,67.59,979.58,3.15,116.08,0,0,0,0
13-01-2020 01:00,281.19,67.73,979.48,3.45,120.38,0,0,0,0
13-01-2020 02:00,281.27,67.54,979.67,3.94,126.08,0,0,0,1.0017
13-01-2020 03:00,282.32,63.92,979.87,4.81,131.31,0,0,0,62.7976
13-01-2020 04:00,284.32,57.09,980.16,5.54,133.44,0.000001,0,0,180.0454
13-01-2020 05:00,286.8,49.3,980.34,6,135.6,0.00002,0,0,283.6497
13-01-2020 06:00,288.99,42.24,980.12,6.85,142.41,0.000485,0,0,306.8799
13-01-2020 07:00,289.78,42.37,979.37,6.58,148.39,0.008784,0,0,248.4869
13-01-2020 08:00,289.64,47.97,978.54,5.78,157.75,0.225037,0,0,190.5686
13-01-2020 09:00,288.52,59.48,978.22,4.8,169.53,1.454674,0,0.00008,132.1984
13-01-2020 10:00,287.25,72.92,978.41,3.95,182.87,2.938469,0,0.000304,108.8401
13-01-2020 11:00,286.32,81.25,978.9,3.36,195.8,2.945477,0,0.000437,86.929
13-01-2020 12:00,285.21,89.29,979.61,1.84,196.09,1.100383,0,0.000501,28.2304
13-01-2020 13:00,283.84,93.54,980.58,1.35,192.19,0.302982,0,0.000711,0.0164
13-01-2020 14:00,283.18,94.95,981.84,1,204.24,0.042657,0,0.000906,0
13-01-2020 15:00,282.79,95.34,983.12,0.85,217.78,0.021962,0,0.000927,0
13-01-2020 16:00,282.62,94.69,984.03,0.55,224.86,0.01888,0,0.000875,0
13-01-2020 17:00,282.56,93.75,984.74,0.08,132.63,0.015625,0,0.000826,0
13-01-2020 18:00,282.33,93.96,985.1,0.66,74.74,0.010715,0,0.000781,0
13-01-2020 19:00,282.02,94.64,985,0.88,70.31,0.014556,0,0.000742,0
13-01-2020 20:00,282,94.25,984.82,0.77,71.78,0.012759,0,0.000714,0
13-01-2020 21:00,281.98,93.6,984.64,0.49,75.98,0.013797,0,0.000694,0
13-01-2020 22:00,281.8,93.68,984.29,0.08,68.52,0.013048,0,0.000677,0
13-01-2020 23:00,281.46,94.35,984.11,0.38,271.16,0.012667,0,0.000663,0
14-01-2020 00:00,281.21,94.29,984.07,0.64,279.44,0.009818,0,0.000652,0
14-01-2020 01:00,280.91,94.41,984.52,0.74,289.48,0.006406,0,0.000645,0
14-01-2020 02:00,280.54,94.89,985.3,0.78,300.56,0.004346,0,0.00064,1.1399
14-01-2020 03:00,281.1,93.38,985.93,0.87,315.79,0.002614,0,0.000631,76.7494
14-01-2020 04:00,282.88,87.5,986.41,1.16,336.89,0.002447,0,0.000592,244.3552
14-01-2020 05:00,285.33,76.2,986.94,0.48,39.28,0.000174,0,0.000521,420.7596
14-01-2020 06:00,287.42,65.76,986.93,1.01,125.63,0.000014,0,0.000437,506.0632
